category,competition,season,rank_by_xg,team,matches_played,xg_per_match,xga_per_match,xgd_per_match,goals_for_per_match,goals_against_per_match,xg_vs_actual_per_match,recommended_weight,source,source_url,data_status,last_verified,notes
friendly_deweighted,International Friendlies,2026,15,Bolivia,5,1.35,0.65,0.7,0.8,2.0,-0.55,0.40,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: mid (w=0.40)
friendly_deweighted,International Friendlies,2026,16,Sierra Leone,3,1.21,1.07,0.14,1.0,1.33,-0.21,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,17,Hong Kong,2,1.17,1.12,0.05,1.0,1.0,-0.17,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,18,Tajikistan,2,1.14,0.57,0.57,2.0,1.0,0.86,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,19,Benin,4,1.12,1.21,-0.09,1.0,1.5,-0.12,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,20,Indonesia,4,1.11,0.48,0.63,2.0,0.25,0.89,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,21,Kazakhstan,3,1.09,1.59,-0.5,1.33,1.33,0.24,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,22,Chile,3,1.05,1.62,-0.57,2.0,2.67,0.95,0.45,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: upper (w=0.45)
friendly_deweighted,International Friendlies,2026,23,Rwanda,2,1.05,0.33,0.72,3.0,0.0,1.95,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,24,Liberia,4,1.02,1.34,-0.32,1.25,1.25,0.23,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,25,Saudi Arabia,5,0.94,1.8,-0.86,1.0,1.6,0.06,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,26,Nigeria,5,0.94,1.32,-0.38,1.8,1.4,0.86,0.45,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: upper (w=0.45)
friendly_deweighted,International Friendlies,2026,27,Moldova,4,0.92,1.56,-0.64,1.25,2.0,0.33,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,28,San Marino,4,0.91,0.98,-0.07,0.75,1.5,-0.16,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,29,Thailand,2,0.91,1.55,-0.64,1.0,1.0,0.09,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,30,Afghanistan,3,0.88,0.75,0.13,0.33,1.33,-0.55,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,31,Pakistan,3,0.88,0.91,-0.03,2.33,0.0,1.45,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,32,Palestine,2,0.88,0.6,0.28,0.0,0.0,-0.88,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,33,Iraq,3,0.88,1.3,-0.42,0.67,1.0,-0.21,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,34,India,4,0.86,1.39,-0.53,0.5,1.75,-0.36,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,35,Cambodia,2,0.79,-0.35,1.14,3.0,0.0,2.21,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,36,Austria,3,0.77,0.64,0.13,2.33,0.33,1.56,0.45,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: upper (w=0.45)
friendly_deweighted,International Friendlies,2026,37,Togo,4,0.66,-0.1,0.76,2.25,1.0,1.59,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,38,Kyrgyzstan,4,0.6,0.88,-0.28,0.5,1.5,-0.1,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,39,Trinidad and Tobago,5,0.52,2.06,-1.54,0.6,3.4,0.08,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,40,Iceland,5,0.47,1.65,-1.18,0.6,2.2,0.13,0.45,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: upper (w=0.45)
friendly_deweighted,International Friendlies,2026,41,Costa Rica,4,0.39,1.33,-0.94,0.75,3.25,0.36,0.40,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: mid (w=0.40)
friendly_deweighted,International Friendlies,2026,42,Congo DR,2,0.07,0.48,-0.41,1.0,0.0,0.93,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,43,Central African Republic,2,0.0,0.0,0.0,2.0,0.5,2.0,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,44,Angola,2,0.0,0.0,0.0,0.5,2.0,0.5,0.40,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: mid (w=0.40)
friendly_deweighted,International Friendlies,2026,45,Malawi,4,0.0,0.0,0.0,0.25,0.75,0.25,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,46,Ethiopia,2,0.0,0.0,0.0,1.0,0.5,1.0,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,47,Guatemala,4,-0.03,1.93,-1.96,0.25,3.5,0.28,0.30,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low (w=0.30)
friendly_deweighted,International Friendlies,2026,48,Syria,1,-0.21,1.38,-1.59,1.0,4.0,1.21,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
friendly_deweighted,International Friendlies,2026,49,Mozambique,2,-0.34,0.74,-1.08,0.5,2.5,0.84,0.22,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: weak (w=0.22)
friendly_deweighted,International Friendlies,2026,50,Bahrain,1,-0.47,0.68,-1.15,0.0,2.0,0.47,0.35,FootyStats,https://footystats.org/international/international-friendlies/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Context competitions should be weighted below 2026 qualifiers unless directly relevant. | strength tier: low_mid (w=0.35)
continental_tournament,UEFA Euro Championship,2024,1,Belgium,10,2.45,0.73,1.72,3.7,0.6,1.25,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,2,Spain,10,2.36,0.64,1.72,2.8,0.4,0.44,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,3,Portugal,10,2.34,0.91,1.43,2.6,0.9,0.26,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,4,Denmark,10,2.32,0.9,1.42,2.7,0.9,0.38,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,5,Germany,10,2.27,0.78,1.49,3.5,0.7,1.23,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,6,England,10,2.24,0.56,1.68,2.4,0.2,0.16,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,7,France,10,2.23,0.75,1.48,2.5,0.9,0.27,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,8,Italy,10,2.06,1.13,0.93,2.4,1.0,0.34,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,9,Croatia,10,2.02,1.0,1.02,1.9,1.0,-0.12,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,10,Turkey,10,1.81,1.24,0.57,2.2,1.3,0.39,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,11,Netherlands,10,1.68,0.92,0.76,2.3,0.9,0.62,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,12,Switzerland,10,1.58,1.0,0.58,1.9,0.9,0.32,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,13,Austria,10,1.54,0.93,0.61,2.7,0.4,1.16,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,14,Poland,10,1.53,1.2,0.33,1.7,1.3,0.17,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,15,Hungary,10,1.51,1.37,0.14,1.7,1.2,0.19,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,16,Scotland,10,1.47,1.49,-0.02,2.2,1.0,0.73,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,17,Czech Republic,10,1.42,1.1,0.32,1.9,1.1,0.48,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,18,Ukraine,10,1.39,1.2,0.19,1.6,1.5,0.21,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,19,Serbia,10,1.39,1.33,0.06,0.9,2.2,-0.49,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,20,Romania,10,1.37,1.4,-0.03,1.6,1.5,0.23,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,21,Slovakia,10,1.36,1.3,0.06,1.5,1.5,0.14,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,22,Georgia,10,1.34,1.17,0.17,1.4,1.8,0.06,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,23,Albania,10,1.32,1.38,-0.06,0.9,0.9,-0.42,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
continental_tournament,UEFA Euro Championship,2024,24,Slovenia,10,1.08,1.38,-0.3,0.8,1.4,-0.28,0.80,FootyStats,https://footystats.org/uefa-euro,stats_table_parsed,2026-06-15,"FootyStats Euro stats page; xG/xGA parsed from country table, not dedicated /xg layout."
